image_id,bboxes,class_labels
-574-_jpg.rf.819caeddde9346b63c689f677e8922f7.jpg,"[[291, 587, 371, 628], [294, 419, 374, 591], [12, 6, 603, 424]]","[1, 2, 3]"
-576-_jpg.rf.522ea50a89d7774f57d1664375aa0a22.jpg,"[[0, 0, 0, 0], [289, 386, 367, 505], [176, 162, 453, 407]]","[0, 2, 3]"
-65-_jpg.rf.4f23314d8e28eef361b672ad02fe29f1.jpg,"[[220, 581, 430, 636], [280, 238, 366, 597], [64, 21, 578, 426]]","[1, 2, 3]"
-7-_png_jpg.rf.dfc442a91c8c9fa407bba85df9fd281b.jpg,"[[260, 548, 355, 617], [262, 420, 352, 564], [122, 19, 497, 418]]","[1, 2, 3]"
-77-_jpg.rf.0b119b505e01b98bee4331c890066581.jpg,"[[177, 557, 486, 638], [260, 401, 409, 580], [1, 0, 639, 416]]","[1, 2, 3]"
-_-1_-_113_analog_tree_20220916113243_png_jpg.rf.106ba91bd93cb372c5c3633014243554.jpg,"[[0, 0, 0, 0], [106, 328, 173, 573], [79, 95, 212, 336]]","[0, 2, 3]"
-_-1_-_118_analog_tree_20220916114019_png_jpg.rf.03074d460a7d51b8823c864fe892ffb9.jpg,"[[271, 465, 401, 600], [259, 294, 403, 505], [215, 64, 387, 323]]","[1, 2, 3]"
-_-1_-_124_analog_tree_20220916131003_png_jpg.rf.436c5f30cc69b8807e4964e3f0e22c5c.jpg,"[[0, 0, 0, 0], [343, 221, 435, 634], [293, 50, 475, 321]]","[0, 2, 3]"
-_-1_-_127_analog_tree_20220916131152_png_jpg.rf.c8762b0e5c3b90b0fdc245a93f80acf4.jpg,"[[0, 0, 0, 0], [415, 216, 533, 452], [451, 105, 584, 293]]","[0, 2, 3]"
-_-1_-_13_analog_tree_20220915135430_png_jpg.rf.885db907ed058584c8e6aab3292ffa21.jpg,"[[0, 0, 0, 0], [277, 164, 336, 401], [271, 53, 378, 167]]","[0, 2, 3]"
-_-1_-_14_analog_tree_20220915135459_png_jpg.rf.3768cde3bfca62dee6d5da083f253cda.jpg,"[[0, 0, 0, 0], [237, 204, 336, 451], [238, 141, 334, 205]]","[0, 2, 3]"
-_-1_-_15_analog_tree_20220915135538_png_jpg.rf.1e850ffe19b4621e26af4e2eb0eb917b.jpg,"[[263, 490, 374, 559], [263, 248, 380, 498], [171, 38, 464, 266]]","[1, 2, 3]"
-_-1_-_15_digital_tree_20220830102734_png_jpg.rf.8547fb71ea7954e249500fc5171ed420.jpg,"[[0, 0, 0, 0], [243, 312, 372, 640], [143, 153, 412, 404]]","[0, 2, 3]"
-_-1_-_16_analog_tree_20220915135605_png_jpg.rf.c302d485b4ea8d4c9d625f98a738f839.jpg,"[[0, 0, 0, 0], [195, 240, 243, 457], [189, 192, 239, 266]]","[0, 2, 3]"
-_-1_-_16_digital_tree_20220830103047_png_jpg.rf.3b53e5eff01af47ee87070d34f60e428.jpg,"[[0, 0, 0, 0], [150, 201, 278, 487], [33, 48, 392, 218]]","[0, 2, 3]"
-_-1_-_17_analog_tree_20220915135638_png_jpg.rf.039c49edf73fec5e5dece3324e702a90.jpg,"[[201, 526, 300, 639], [234, 428, 275, 536], [238, 361, 279, 430]]","[1, 2, 3]"
-_-1_-_1_analog_tree_20220915134353_png_jpg.rf.3af701cef3f76d0d2bd811c4ed7fef23.jpg,"[[0, 0, 0, 0], [122, 320, 212, 637], [298, 506, 329, 545]]","[0, 2, 3]"
-_-1_-_1_digital_tree_20220830104455_png_jpg.rf.ea38fb084b5b89d0d1ac8214c2ad9e38.jpg,"[[0, 0, 0, 0], [112, 316, 230, 578], [101, 145, 281, 326]]","[0, 2, 3]"
-_-1_-_2_digital_tree_20220830104254_png_jpg.rf.d5235de03ab0415797289659f967b622.jpg,"[[0, 0, 0, 0], [195, 285, 320, 583], [42, 33, 437, 314]]","[0, 2, 3]"
-_-1_-_4_analog_tree_20220915134735_png_jpg.rf.cc0a10ca664a1b62f754bcb629f8382e.jpg,"[[0, 0, 0, 0], [135, 273, 207, 565], [139, 184, 197, 277]]","[0, 2, 3]"
-_-1_-_4_digital_tree_20220830104312_png_jpg.rf.a12972e6ef622fab8a0e9750bb32ca2f.jpg,"[[0, 0, 0, 0], [146, 341, 327, 631], [143, 158, 293, 366]]","[0, 2, 3]"
-_-1_-_54_digital_tree_20220831113557_png_jpg.rf.595aa453727a222cb5abb278cf147046.jpg,"[[0, 0, 0, 0], [168, 107, 396, 487], [178, 26, 334, 132]]","[0, 2, 3]"
-_-1_-_55_digital_tree_20220831113458_png_jpg.rf.b4f8efde1092b1c4743ac4cf534f2c76.jpg,"[[0, 0, 0, 0], [201, 265, 345, 593], [118, 7, 444, 295]]","[0, 2, 3]"
-_-1_-_56_digital_tree_20220831113458_png_jpg.rf.cd44d696e41b7ad65c7b5c45bdf58dc7.jpg,"[[226, 522, 398, 640], [259, 219, 426, 542], [213, 31, 481, 228]]","[1, 2, 3]"
-_-1_-_57_analog_tree_20220916100155_png_jpg.rf.95dc3ff59b2d1af4bf210fb02a359f5a.jpg,"[[338, 459, 451, 569], [345, 328, 407, 466], [243, 156, 448, 341]]","[1, 2, 3]"
-_-1_-_57_digital_tree_20220831113958_png_jpg.rf.46e3fb851dd87441d07c269eae909007.jpg,"[[208, 493, 427, 629], [264, 330, 359, 511], [187, 143, 397, 407]]","[1, 2, 3]"
-_-1_-_59_digital_tree_20220831113702_png_jpg.rf.368363097f31897d0f8c1740ca56ef05.jpg,"[[167, 508, 355, 634], [218, 143, 352, 517], [108, 21, 478, 197]]","[1, 2, 3]"
-_-1_-_5_analog_tree_20220915134831_png_jpg.rf.97bfd56e433b63ccd7284a81e9a01cef.jpg,"[[0, 0, 0, 0], [147, 192, 222, 534], [108, 105, 239, 209]]","[0, 2, 3]"
-_-1_-_60_analog_tree_20220916100417_png_jpg.rf.c5461cf1640aabbdbc2436ba5c6f7ce1.jpg,"[[266, 270, 363, 342], [267, 49, 398, 290], [284, 13, 338, 79]]","[1, 2, 3]"
-_-1_-_61_digital_tree_20220831112031_png_jpg.rf.e029d12587d52bfde2b7fe26c07902e4.jpg,"[[0, 0, 0, 0], [246, 471, 289, 640], [202, 328, 329, 477]]","[0, 2, 3]"
-_-1_-_62_analog_tree_20220916103547_png_jpg.rf.f2912d4844c5e42d4fac9869bbdde282.jpg,"[[0, 0, 0, 0], [232, 256, 292, 346], [245, 212, 272, 256]]","[0, 2, 3]"
-_-1_-_63_analog_tree_20220916103659_png_jpg.rf.26567248318ba64378f04ef9ce6323f4.jpg,"[[247, 328, 329, 411], [238, 138, 340, 357], [162, 1, 382, 180]]","[1, 2, 3]"
-_-1_-_63_digital_tree_20220831112414_png_jpg.rf.e36205e0bf25c6eac3bce6def7489346.jpg,"[[153, 498, 366, 613], [161, 128, 380, 512], [128, 0, 514, 184]]","[1, 2, 3]"
-_-1_-_66_analog_tree_20220916103931_png_jpg.rf.ebb3ceb6ed072dcb0086d926a0ff900c.jpg,"[[0, 0, 0, 0], [181, 159, 336, 493], [177, 22, 400, 175]]","[0, 2, 3]"
-_-1_-_66_digital_tree_20220831111803_png_jpg.rf.720398df61b096e9b7c304d4419af0fe.jpg,"[[0, 0, 0, 0], [187, 341, 353, 569], [110, 118, 422, 358]]","[0, 2, 3]"
-_-1_-_68_digital_tree_20220831112057_png_jpg.rf.e457aa0cbbd5ad82aff3e641cb043290.jpg,"[[243, 382, 442, 535], [293, 282, 363, 403], [137, 25, 503, 317]]","[1, 2, 3]"
-_-1_-_69_analog_tree_20220916104652_png_jpg.rf.b6b77e2cb747d5ed10b1bdda192044c0.jpg,"[[195, 515, 332, 631], [206, 199, 293, 528], [55, 17, 336, 225]]","[1, 2, 3]"
-_-1_-_6_analog_tree_20220915134950_png_jpg.rf.59b16851754fe7857221d2b45bfe1893.jpg,"[[383, 490, 454, 551], [355, 118, 456, 510], [348, 60, 513, 224]]","[1, 2, 3]"
-_-1_-_6_digital_tree_20220830105036_png_jpg.rf.cffdb6e1b9eccf9ef17dcd96eff39b08.jpg,"[[0, 0, 0, 0], [158, 49, 225, 510], [102, 1, 304, 345]]","[0, 2, 3]"
-_-1_-_70_analog_tree_20220916105114_png_jpg.rf.8edb1b88af0071994cec8c6383121f56.jpg,"[[0, 0, 0, 0], [130, 476, 193, 552], [95, 394, 212, 499]]","[0, 2, 3]"
-_-1_-_70_digital_tree_20220831111947_png_jpg.rf.c9b1f80008a8f55b45a0ec4f4faceca8.jpg,"[[0, 0, 0, 0], [117, 364, 287, 538], [55, 119, 325, 389]]","[0, 2, 3]"
-_-2_-_128_analog_tree_20220916131304_png_jpg.rf.e7aeb085394eb1ce61c97387f4a51c54.jpg,"[[470, 205, 543, 354], [343, 200, 493, 323], [181, 107, 353, 419]]","[1, 2, 3]"
-_-2_-_129_analog_tree_20220916131351_png_jpg.rf.a209b936be85013fccb6acdb206fd8fc.jpg,"[[196, 514, 296, 627], [203, 284, 269, 550], [157, 76, 314, 283]]","[1, 2, 3]"
-_-2_-_133_digital_tree_20220902103447_png_jpg.rf.45b8c69f949a56d61384bb83f1b15b8a.jpg,"[[0, 0, 0, 0], [249, 314, 320, 534], [130, 10, 404, 321]]","[0, 2, 3]"
-_-2_-_138_analog_tree_20220916132139_png_jpg.rf.03e839e9d78131071c7b9c5f650f6a2a.jpg,"[[0, 0, 0, 0], [465, 258, 512, 491], [355, 87, 555, 306]]","[0, 2, 3]"
-_-2_-_138_digital_tree_20220902101438_png_jpg.rf.d3b41dace76d65c9c5757f9a5c191863.jpg,"[[0, 0, 0, 0], [212, 245, 320, 567], [120, 0, 363, 265]]","[0, 2, 3]"
-_-2_-_19_analog_tree_20220915135853_png_jpg.rf.376dca11abe27b6cb6731ed605fccecc.jpg,"[[235, 457, 380, 559], [233, 90, 386, 475], [254, 0, 383, 93]]","[1, 2, 3]"
-_-2_-_20_analog_tree_20220915152144_png_jpg.rf.e73154e057eb947341ddbe740c6ed9f1.jpg,"[[0, 0, 0, 0], [65, 304, 147, 589], [77, 204, 236, 373]]","[0, 2, 3]"
-_-2_-_21_digital_tree_20220830112845_png_jpg.rf.5c67e63b7258250871ceb6fd1702b473.jpg,"[[0, 0, 0, 0], [296, 269, 451, 542], [147, 50, 577, 346]]","[0, 2, 3]"
-_-2_-_22_analog_tree_20220915161907_png_jpg.rf.fe275664d710ebe7cc10c5c049e09790.jpg,"[[195, 540, 293, 636], [237, 194, 302, 545], [87, 2, 464, 486]]","[1, 2, 3]"
-_-2_-_23_analog_tree_20220915161953_png_jpg.rf.1f645b5278f5edf706cd253864461f0e.jpg,"[[261, 475, 382, 555], [260, 251, 390, 487], [198, 3, 439, 259]]","[1, 2, 3]"
-_-2_-_28_analog_tree_20220915162353_png_jpg.rf.b6b92a071d6fdafb1bc72c4938d2e293.jpg,"[[0, 0, 0, 0], [296, 101, 377, 425], [246, 50, 461, 140]]","[0, 2, 3]"
-_-2_-_28_digital_tree_20220830110815_png_jpg.rf.207152e945685a46964f06a38d1ee990.jpg,"[[0, 0, 0, 0], [239, 145, 318, 354], [237, 105, 346, 175]]","[0, 2, 3]"
-_-2_-_31_digital_tree_20220830111117_png_jpg.rf.23697b8d8eecd5440fb6b95025b15283.jpg,"[[224, 418, 379, 515], [257, 341, 376, 446], [238, 190, 384, 352]]","[1, 2, 3]"
-_-2_-_33_analog_tree_20220916093343_png_jpg.rf.344d49d17fc7c9138b041e67d5b0c6cb.jpg,"[[0, 0, 0, 0], [114, 180, 168, 347], [85, 71, 200, 199]]","[0, 2, 3]"
-_-2_-_33_digital_tree_20220830111808_png_jpg.rf.fa2537fa43d97bddf400f525bdbe663d.jpg,"[[0, 0, 0, 0], [53, 200, 144, 407], [0, 72, 162, 245]]","[0, 2, 3]"
-_-2_-_72_digital_tree_20220831104543_png_jpg.rf.55a95ec403fd23bad2c5f2f07e9da41d.jpg,"[[0, 0, 0, 0], [232, 372, 364, 639], [180, 79, 429, 400]]","[0, 2, 3]"
-_-2_-_73_digital_tree_20220831104438_png_jpg.rf.cbf29a11146deed018c4ea49f830edeb.jpg,"[[232, 599, 307, 640], [256, 388, 318, 603], [234, 156, 404, 398]]","[1, 2, 3]"
-_-2_-_74_analog_tree_20220916105444_png_jpg.rf.cadec7c6b493ffe69bd64ceb4e369d48.jpg,"[[0, 0, 0, 0], [252, 305, 349, 638], [139, 49, 406, 320]]","[0, 2, 3]"
-_-2_-_76_digital_tree_20220831104417_png_jpg.rf.9f1dce0e67314b4ce8085386c5b8ae38.jpg,"[[256, 479, 387, 586], [267, 229, 383, 500], [71, 27, 590, 367]]","[1, 2, 3]"
-_-2_-_77_analog_tree_20220916105713_png_jpg.rf.53c15167f0398514bd3de6751784c873.jpg,"[[0, 0, 0, 0], [279, 293, 359, 467], [275, 162, 410, 313]]","[0, 2, 3]"
-_-2_-_77_digital_tree_20220831104528_png_jpg.rf.876da267611f88fd6b7e17611347cbe5.jpg,"[[0, 0, 0, 0], [252, 317, 388, 583], [245, 102, 413, 346]]","[0, 2, 3]"
-_-2_-_78_digital_tree_20220831104825_png_jpg.rf.edd9d22cb2730cb7e5937cbed0e88b33.jpg,"[[165, 483, 284, 599], [174, 289, 293, 483], [189, 229, 281, 326]]","[1, 2, 3]"
-_-2_-_79_analog_tree_20220916105849_png_jpg.rf.370c8948162edb25ced520bd1242bb62.jpg,"[[211, 556, 332, 640], [232, 374, 297, 563], [148, 121, 318, 404]]","[1, 2, 3]"
-_-2_-_79_digital_tree_20220831104455_png_jpg.rf.a59525e074f7311cba3b0db65f343276.jpg,"[[0, 0, 0, 0], [191, 295, 359, 640], [74, 52, 466, 339]]","[0, 2, 3]"
-_-2_-_80_analog_tree_20220916105945_png_jpg.rf.de0812a1189e3abbc00b659fbd70b25f.jpg,"[[214, 536, 342, 616], [209, 230, 338, 546], [180, 124, 432, 415]]","[1, 2, 3]"
-_-2_-_80_digital_tree_20220831104259_png_jpg.rf.0b77ff0b3ebed2f91147712b9e98947d.jpg,"[[0, 0, 0, 0], [122, 92, 360, 523], [62, 0, 500, 372]]","[0, 2, 3]"
-_-2_-_81_digital_tree_20220831104352_png_jpg.rf.c61defd668d244ab8684416bbdfb7bd7.jpg,"[[0, 0, 0, 0], [245, 210, 357, 507], [207, 11, 481, 235]]","[0, 2, 3]"
-_-2_-_83_analog_tree_20220916110202_png_jpg.rf.d4a1fe6f58b5917000a392f9cfd9b70e.jpg,"[[0, 0, 0, 0], [191, 433, 254, 639], [149, 281, 283, 448]]","[0, 2, 3]"
-_-2_-_83_digital_tree_20220831102209_png_jpg.rf.28689392cf5ee9fd2ab9733198329613.jpg,"[[158, 583, 252, 640], [158, 386, 249, 586], [77, 127, 308, 413]]","[1, 2, 3]"
-_-2_-_87_analog_tree_20220916110508_png_jpg.rf.3155c98c66ec60d9d44453a98a01000e.jpg,"[[229, 394, 377, 489], [249, 160, 393, 411], [380, 102, 439, 179]]","[1, 2, 3]"
-_-2_-_88_analog_tree_20220916110550_png_jpg.rf.c94bcc4a7e2e5b46b82db8cba5357ffc.jpg,"[[0, 0, 0, 0], [193, 171, 273, 402], [168, 98, 280, 190]]","[0, 2, 3]"
-_-2_-_88_digital_tree_20220831101456_png_jpg.rf.6cb06fc0618f625421f0f3db1d843a88.jpg,"[[213, 506, 310, 640], [236, 288, 294, 513], [169, 88, 378, 316]]","[1, 2, 3]"
-_-2_-_89_analog_tree_20220916110939_png_jpg.rf.90dca7fddc813f108cc22d135ecf6bb5.jpg,"[[0, 0, 0, 0], [264, 170, 333, 257], [244, 94, 347, 179]]","[0, 2, 3]"
-_-2_-_89_digital_tree_20220831101950_png_jpg.rf.179b926d727597f144df5687d6a93b5c.jpg,"[[0, 0, 0, 0], [274, 321, 361, 462], [195, 113, 405, 331]]","[0, 2, 3]"
-_-2_-_90_analog_tree_20220916111020_png_jpg.rf.ba60060aee1c93b2a401dcdd71ae9156.jpg,"[[0, 0, 0, 0], [254, 223, 309, 526], [190, 77, 386, 234]]","[0, 2, 3]"
-_-2_-_90_digital_tree_20220831102455_png_jpg.rf.f4bc1041198226399dac7de77cedf5fa.jpg,"[[127, 490, 356, 608], [162, 298, 239, 457], [64, 113, 325, 308]]","[1, 2, 3]"
-_-3_-_100_digital_tree_20220831123456_png_jpg.rf.a923939e0e04c145abc338783ca043da.jpg,"[[0, 0, 0, 0], [205, 236, 357, 447], [136, 33, 381, 264]]","[0, 2, 3]"
-_-3_-_101_analog_tree_20220916112203_png_jpg.rf.6b62eedfefcbcfd668b0bea58f27b21c.jpg,"[[220, 497, 287, 549], [241, 387, 286, 506], [227, 304, 309, 390]]","[1, 2, 3]"
-_-3_-_103_analog_tree_20220916112350_png_jpg.rf.9c5f41370e9851aef71cffbecfe1288a.jpg,"[[234, 534, 308, 626], [235, 277, 305, 542], [165, 74, 425, 290]]","[1, 2, 3]"
-_-3_-_103_digital_tree_20220831121529_png_jpg.rf.4562127802327f6f3928dd01abcac32a.jpg,"[[241, 579, 427, 639], [209, 182, 388, 615], [119, 0, 435, 216]]","[1, 2, 3]"
-_-3_-_104_analog_tree_20220916112450_png_jpg.rf.01178f0e4a154b089cb7f6cab49be3e0.jpg,"[[274, 540, 396, 619], [289, 331, 402, 560], [176, 91, 558, 345]]","[1, 2, 3]"
-_-3_-_105_digital_tree_20220831121515_png_jpg.rf.30ab9577516dda5f396c627c308c68ac.jpg,"[[0, 0, 0, 0], [227, 337, 317, 514], [208, 235, 376, 362]]","[0, 2, 3]"
-_-3_-_107_digital_tree_20220831121615_png_jpg.rf.02c048c80105ee1fe781e17436b152bc.jpg,"[[244, 545, 375, 603], [247, 388, 371, 551], [112, 110, 462, 412]]","[1, 2, 3]"
-_-3_-_109_analog_tree_20220916112819_png_jpg.rf.75edac337d6d10413d305422aea6db89.jpg,"[[0, 0, 0, 0], [243, 458, 285, 632], [175, 230, 389, 485]]","[0, 2, 3]"
-_-3_-_109_digital_tree_20220831122327_png_jpg.rf.3c16045a464ac7151a55a90923376de0.jpg,"[[0, 0, 0, 0], [168, 353, 284, 640], [124, 84, 360, 377]]","[0, 2, 3]"
-_-3_-_110_digital_tree_20220831121301_png_jpg.rf.1e14d10c65fb618a97a3e66072981900.jpg,"[[149, 236, 302, 291], [121, 183, 286, 251], [137, 119, 314, 198]]","[1, 2, 3]"
-_-3_-_111_analog_tree_20220916113059_png_jpg.rf.d98b073864b23d7ecebc15188fedaf0a.jpg,"[[154, 487, 320, 605], [222, 206, 298, 506], [199, 27, 378, 235]]","[1, 2, 3]"
-_-3_-_111_digital_tree_20220831121252_png_jpg.rf.68f751e0a136c84ecd7fea636da049dd.jpg,"[[63, 471, 228, 553], [97, 262, 174, 475], [25, 96, 196, 273]]","[1, 2, 3]"
-_-3_-_149_digital_tree_20220902114849_png_jpg.rf.d8938cc2bb5243d5d355ec3a9d60b44a.jpg,"[[0, 0, 0, 0], [205, 328, 333, 615], [158, 104, 346, 345]]","[0, 2, 3]"
-_-3_-_154_analog_tree_20220916133014_png_jpg.rf.fa4f114fc088ccf7f47012a9a213483d.jpg,"[[182, 576, 296, 638], [213, 344, 272, 579], [124, 166, 336, 377]]","[1, 2, 3]"
-_-3_-_40_digital_tree_20220830122946_png_jpg.rf.ce40b6f8429831abdf8fbdc93c9760f6.jpg,"[[0, 0, 0, 0], [381, 297, 493, 569], [294, 33, 585, 328]]","[0, 2, 3]"
-_-3_-_41_analog_tree_20220916094526_png_jpg.rf.0bead6eda04bec873f1f695344422d8f.jpg,"[[0, 0, 0, 0], [56, 124, 138, 590], [21, 16, 149, 205]]","[0, 2, 3]"
-_-3_-_41_digital_tree_20220830123011_png_jpg.rf.b9a0942fc17c4067e665ba050e672007.jpg,"[[0, 0, 0, 0], [262, 284, 362, 593], [236, 162, 420, 314]]","[0, 2, 3]"
-_-3_-_42_analog_tree_20220916094606_png_jpg.rf.1d7691fd070ac0a30943ef21e516ad6d.jpg,"[[124, 562, 402, 640], [213, 327, 260, 581], [187, 285, 321, 476]]","[1, 2, 3]"
